-3.148664093017578125e+01,5.521716308593750000e+01,-1.717110824584960938e+01,5.206593704223632812e+01
-3.009661293029785156e+01,5.284313964843750000e+01,-2.612170219421386719e+01,7.677210998535156250e+01
-2.681701469421386719e+01,5.845265960693359375e+01,-2.752440834045410156e+01,1.037241134643554688e+02
-1.794622039794921875e+01,5.377842712402343750e+01,-1.621310615539550781e+01,1.058585128784179688e+02
-1.273216915130615234e+01,5.969870758056640625e+01,9.801077842712402344e-02,7.986240386962890625e+01
-6.435563564300537109e+00,5.777680587768554688e+01,2.851186037063598633e+00,6.106216812133789062e+01
-3.758234977722167969e+00,5.168005752563476562e+01,-1.750389337539672852e+00,5.250408172607421875e+01
2.430705308914184570e+00,5.516223907470703125e+01,3.049091100692749023e+00,5.603971099853515625e+01
7.445924758911132812e+00,5.325659561157226562e+01,7.850167274475097656e+00,5.303704452514648438e+01
1.550116729736328125e+01,4.951274490356445312e+01,1.584750461578369141e+01,4.935647964477539062e+01
1.752317047119140625e+01,5.128325271606445312e+01,1.768301582336425781e+01,5.133045578002929688e+01
2.331121444702148438e+01,4.932924652099609375e+01,2.346633148193359375e+01,4.918714523315429688e+01
3.282128524780273438e+01,4.550570678710937500e+01,3.288044738769531250e+01,4.550065612792968750e+01
3.612234878540039062e+01,4.427685546875000000e+01,3.616500854492187500e+01,4.423940658569335938e+01
3.899128723144531250e+01,4.083462142944335938e+01,3.881989288330078125e+01,4.075050354003906250e+01
4.659468841552734375e+01,3.826830673217773438e+01,4.661267471313476562e+01,3.833182144165039062e+01
5.283141708374023438e+01,3.943671417236328125e+01,5.268151092529296875e+01,3.961025619506835938e+01
5.571887588500976562e+01,3.260540008544921875e+01,5.556154632568359375e+01,3.270321273803710938e+01
6.211394500732421875e+01,2.676523017883300781e+01,6.211490631103515625e+01,2.682792663574218750e+01
6.240956497192382812e+01,2.411141777038574219e+01,6.247081756591796875e+01,2.409728240966796875e+01
6.685623168945312500e+01,1.876009178161621094e+01,6.688347625732421875e+01,1.876343917846679688e+01
7.109271240234375000e+01,1.604211807250976562e+01,7.111698150634765625e+01,1.607425117492675781e+01
7.245539855957031250e+01,1.064849376678466797e+01,7.246636962890625000e+01,1.067768478393554688e+01
7.879688262939453125e+01,-1.529925584793090820e+00,7.952713775634765625e+01,-1.238645315170288086e+00
8.121661376953125000e+01,2.462220668792724609e+00,8.159494781494140625e+01,2.378727197647094727e+00
8.450434112548828125e+01,-2.151407241821289062e+00,8.462856292724609375e+01,-2.040849924087524414e+00
8.680641174316406250e+01,-1.184122848510742188e+01,8.701459503173828125e+01,-1.163499641418457031e+01
8.818357086181640625e+01,-1.638111495971679688e+01,8.848093414306640625e+01,-1.615352249145507812e+01
9.231101989746093750e+01,-1.996569824218750000e+01,9.246295928955078125e+01,-1.975454902648925781e+01
9.223295593261718750e+01,-3.002040672302246094e+01,9.259880828857421875e+01,-2.990851020812988281e+01
9.746949768066406250e+01,-3.120017814636230469e+01,9.767646026611328125e+01,-3.094789695739746094e+01
9.293132019042968750e+01,-3.668663406372070312e+01,9.329226684570312500e+01,-3.656703948974609375e+01
1.007689819335937500e+02,-4.249255752563476562e+01,1.009621963500976562e+02,-4.245849609375000000e+01
9.515443420410156250e+01,-4.414791107177734375e+01,9.536975097656250000e+01,-4.412160110473632812e+01
1.004767761230468750e+02,-5.283120346069335938e+01,1.006979598999023438e+02,-5.274025344848632812e+01
9.672197723388671875e+01,-5.867868423461914062e+01,9.680758666992187500e+01,-5.845032501220703125e+01
9.975063323974609375e+01,-5.853793716430664062e+01,1.000395812988281250e+02,-5.841092681884765625e+01
1.000380554199218750e+02,-7.156701660156250000e+01,1.002741470336914062e+02,-7.132984161376953125e+01
9.420155334472656250e+01,-7.301876831054687500e+01,9.421122741699218750e+01,-7.272169494628906250e+01
9.721488189697265625e+01,-7.746320343017578125e+01,9.753807830810546875e+01,-7.717664337158203125e+01
9.174325561523437500e+01,-8.203813171386718750e+01,9.168102264404296875e+01,-8.188182830810546875e+01
9.188500213623046875e+01,-8.656298828125000000e+01,9.202233123779296875e+01,-8.632521057128906250e+01
8.773320007324218750e+01,-9.234739685058593750e+01,8.786080169677734375e+01,-9.222408294677734375e+01
8.766217041015625000e+01,-9.246816253662109375e+01,8.798754119873046875e+01,-9.221254730224609375e+01
8.509871673583984375e+01,-9.875838470458984375e+01,8.536692047119140625e+01,-9.849983215332031250e+01
8.425589752197265625e+01,-1.021722869873046875e+02,8.428800201416015625e+01,-1.019376525878906250e+02
8.153989410400390625e+01,-1.030061569213867188e+02,8.177062225341796875e+01,-1.028274612426757812e+02
7.575967407226562500e+01,-1.083555679321289062e+02,7.594724273681640625e+01,-1.081672668457031250e+02
7.035639190673828125e+01,-1.144515609741210938e+02,7.058451080322265625e+01,-1.142510452270507812e+02
7.179311370849609375e+01,-1.102421417236328125e+02,7.197736358642578125e+01,-1.103834838867187500e+02
6.892871856689453125e+01,-1.171480712890625000e+02,6.910356903076171875e+01,-1.170220260620117188e+02
6.627285766601562500e+01,-1.213016281127929688e+02,6.637381744384765625e+01,-1.210542755126953125e+02
6.213005828857421875e+01,-1.196438064575195312e+02,6.231718444824218750e+01,-1.195438003540039062e+02
5.946413421630859375e+01,-1.228606872558593750e+02,5.958277130126953125e+01,-1.226434783935546875e+02
5.457359695434570312e+01,-1.226972122192382812e+02,5.471302032470703125e+01,-1.224792404174804688e+02
5.204537200927734375e+01,-1.240349884033203125e+02,5.219245910644531250e+01,-1.239088363647460938e+02
4.869927597045898438e+01,-1.241859359741210938e+02,4.886503601074218750e+01,-1.240543060302734375e+02
4.493531036376953125e+01,-1.242563400268554688e+02,4.510306930541992188e+01,-1.241921768188476562e+02
4.168552398681640625e+01,-1.235100631713867188e+02,4.186621093750000000e+01,-1.234226608276367188e+02
4.096193695068359375e+01,-1.252733230590820312e+02,4.108721542358398438e+01,-1.251598052978515625e+02
3.915051269531250000e+01,-1.243101654052734375e+02,3.931435012817382812e+01,-1.241601486206054688e+02
3.491058349609375000e+01,-1.186292877197265625e+02,3.490260314941406250e+01,-1.184721145629882812e+02
3.170439338684082031e+01,-1.184881210327148438e+02,3.175033950805664062e+01,-1.184404067993164062e+02
3.127488899230957031e+01,-1.171567611694335938e+02,3.144946098327636719e+01,-1.170460357666015625e+02
2.868551063537597656e+01,-1.135692062377929688e+02,2.885420608520507812e+01,-1.135225296020507812e+02
